time,pm_sepuluh,pm_duakomalima,sulfur_dioksida,karbon_monoksida,ozon,nitrogen_dioksida,kategori,tempmax,tempmin,humidity,dew,precip,precipprob,precipcover,windgust,windspeed,winddir,cloudcover,visibility,solarradiation,solarenergy,uvindex
2022-03-13,46,65,43,18,36,20,SEDANG,89.6,77.0,84.7,76.9,0.117,100,8.33,18.8,9.8,310.1,54.5,4.1,230.0,19.9,8
2022-03-12,50,59,39,13,41,21,SEDANG,89.2,77.0,87.3,76.7,1.34,100,8.33,22.8,10.3,263.2,51.6,3.8,166.7,14.4,6
2022-03-11,77,107,46,23,52,52,TIDAK SEHAT,89.1,77.5,83.2,76.6,0.319,100,4.17,17.4,21.4,273.0,55.9,3.5,190.5,16.5,8
2022-03-10,60,112,42,24,79,40,TIDAK SEHAT,90.1,77.0,81.5,75.9,0.003,100,4.17,16.3,12.6,277.7,48.8,3.9,254.2,21.9,9
2022-03-09,50,75,40,20,58,28,SEDANG,89.1,77.0,83.9,76.1,0.0,0,0.0,15.7,15.7,263.2,51.7,4.0,227.1,19.7,9
2022-03-08,55,102,40,15,45,25,TIDAK SEHAT,90.9,76.6,82.2,75.7,0.024,100,4.17,23.0,12.8,254.1,61.2,4.1,213.2,18.6,8
2022-03-07,29,53,37,13,37,13,SEDANG,90.3,78.8,74.6,74.0,0.0,0,0.0,14.8,15.0,245.3,56.6,4.3,183.8,15.9,8
2022-03-06,53,90,38,21,28,18,SEDANG,89.1,77.0,81.8,75.0,0.024,100,8.33,32.2,18.3,250.0,61.8,4.0,203.8,17.7,8
2022-03-05,48,68,40,17,36,22,SEDANG,90.9,75.2,82.0,74.8,0.479,100,8.33,41.4,18.3,242.4,54.9,4.0,201.3,17.4,9
2022-03-04,32,53,41,13,45,20,SEDANG,89.1,75.2,80.2,75.3,0.131,100,8.33,21.9,12.4,275.6,63.3,3.9,111.5,9.7,4
2022-03-03,30,55,43,12,35,18,SEDANG,90.9,75.2,78.7,75.2,0.0,0,0.0,21.3,17.8,279.8,48.9,4.3,243.1,20.9,9
2022-03-02,32,51,46,15,24,15,SEDANG,88.0,75.2,83.7,75.5,0.248,100,8.33,35.8,17.4,264.1,50.7,4.0,197.0,17.2,6
2022-04-01,74,114,47,19,76,38,TIDAK SEHAT,88.0,77.5,79.9,75.8,0.152,100,4.17,12.3,9.5,257.0,61.9,3.7,195.3,16.9,7
2022-04-30,39,53,38,16,17,6,SEDANG,87.9,78.8,85.5,77.5,0.0,0,0.0,11.0,10.3,230.4,51.2,4.1,162.5,14.0,6
2022-04-29,35,60,40,10,46,16,SEDANG,93.2,77.0,79.7,76.5,0.0,0,0.0,25.3,13.9,249.8,51.6,5.0,202.3,17.5,7
2022-05-17,66,128,42,22,77,31,TIDAK SEHAT,90.2,78.8,82.7,78.1,0.0,0,0.0,13.2,13.6,289.1,52.3,4.0,177.6,15.3,7
2022-05-16,58,100,42,22,81,31,SEDANG,93.2,77.0,83.5,77.0,0.001,100,4.17,12.1,8.1,273.3,47.2,3.7,225.9,19.6,9
2022-05-15,77,126,42,19,87,23,TIDAK SEHAT,92.0,77.0,85.4,78.6,0.28,100,4.17,11.2,11.4,142.8,53.9,3.3,200.1,17.2,8
2022-05-14,57,101,44,14,72,30,TIDAK SEHAT,91.4,78.8,80.0,77.4,0.0,0,0.0,12.1,9.2,84.8,47.1,4.2,215.1,18.5,8
2022-05-13,34,55,44,8,65,20,SEDANG,91.6,78.8,81.8,77.7,0.494,100,8.33,16.3,10.3,283.8,43.0,4.5,236.9,20.5,8
2022-05-12,61,85,54,13,63,25,SEDANG,91.1,78.8,84.1,77.9,0.608,100,8.33,17.7,12.8,256.9,54.8,4.0,196.3,17.1,7
2022-05-11,54,75,41,12,81,26,SEDANG,91.5,73.4,85.9,77.7,0.711,100,8.33,13.6,28.9,294.0,66.8,3.7,213.1,18.2,8
2022-05-10,54,86,50,17,74,28,SEDANG,92.0,78.8,78.1,77.7,0.0,0,0.0,12.8,11.4,62.0,49.7,4.4,205.1,17.9,8
2022-05-09,58,95,44,12,73,24,SEDANG,92.0,77.0,81.3,77.2,0.0,0,0.0,14.5,13.9,95.7,57.1,4.4,194.8,16.9,8
2022-05-08,63,98,42,19,76,21,SEDANG,95.0,78.8,76.5,77.2,0.0,0,0.0,15.0,12.8,268.6,42.5,4.8,232.7,20.1,8
2022-05-07,56,92,41,12,82,13,SEDANG,91.5,78.8,78.5,77.0,0.0,0,0.0,12.8,10.3,264.5,54.6,4.6,248.5,21.5,8
2022-05-06,39,73,42,10,58,12,SEDANG,94.6,78.8,79.5,77.6,0.0,0,0.0,15.2,15.0,66.5,45.4,4.4,229.6,19.8,8
2022-05-05,53,102,41,13,72,20,TIDAK SEHAT,92.5,77.0,81.6,77.3,0.0,0,0.0,24.2,17.2,92.5,49.6,4.3,236.6,20.3,8
2022-05-04,51,85,41,11,77,18,SEDANG,91.4,78.8,82.4,77.0,0.0,0,0.0,14.5,16.1,291.8,54.6,4.4,212.7,18.5,8
2022-05-03,36,58,40,13,58,23,SEDANG,91.4,77.0,84.4,77.0,0.011,100,4.17,18.8,12.8,102.4,49.7,4.3,244.2,21.1,9
2022-05-02,58,90,41,16,82,17,SEDANG,89.6,75.2,85.8,76.9,0.759,100,12.5,15.0,15.8,296.8,59.9,3.8,200.8,17.3,8
2022-06-01,53,77,43,18,55,27,SEDANG,92.5,77.0,79.9,75.5,0.002,100,4.17,15.4,15.0,260.6,46.2,4.8,225.6,19.7,8
2022-06-30,68,117,48,13,84,26,TIDAK SEHAT,87.9,75.2,72.7,72.4,0.0,0,0.0,11.2,12.5,340.5,44.0,4.5,230.2,19.9,8
2022-06-29,59,79,46,14,72,32,SEDANG,89.8,77.0,78.4,74.8,0.0,0,0.0,10.7,16.9,305.7,47.5,4.4,229.6,20.0,8
2022-06-28,57,82,46,16,82,29,SEDANG,89.6,77.0,81.6,76.1,0.019,100,4.17,12.5,11.2,38.9,55.2,3.7,207.4,17.9,7
2022-06-27,74,102,45,22,76,33,TIDAK SEHAT,90.7,77.0,82.0,76.2,0.842,100,12.5,12.3,9.2,2.6,61.8,3.5,171.8,14.9,7
2022-04-17,76,148,52,21,93,24,TIDAK SEHAT,91.4,77.0,78.6,77.3,0.001,100,4.17,21.9,12.8,59.3,49.0,3.8,253.5,21.8,9
2022-04-16,63,119,46,16,91,21,TIDAK SEHAT,93.2,78.8,75.7,75.7,0.025,100,4.17,11.6,10.3,48.7,47.3,3.9,259.4,22.2,9
2022-04-15,61,102,41,15,81,28,TIDAK SEHAT,92.5,78.8,76.6,76.6,0.002,100,8.33,13.2,12.8,38.4,47.4,3.6,246.8,21.5,9
2022-04-14,66,104,44,14,111,25,TIDAK SEHAT,91.4,77.7,76.2,75.6,0.015,100,4.17,16.3,15.8,48.8,43.8,4.3,257.6,22.3,9
2022-04-13,78,116,42,21,118,40,TIDAK SEHAT,91.4,78.8,79.4,76.5,0.0,0,0.0,13.0,9.2,301.3,59.6,3.3,254.7,21.9,9
2022-04-12,71,107,52,22,78,43,TIDAK SEHAT,91.4,77.0,83.1,76.5,0.083,100,12.5,12.1,15.0,296.6,59.0,3.2,236.5,20.3,8
2022-04-11,63,98,44,17,95,31,SEDANG,89.9,77.7,78.7,75.6,1.14,100,8.33,12.3,11.4,294.3,58.9,4.0,237.3,20.4,8
2022-04-10,82,164,46,27,80,38,TIDAK SEHAT,91.6,77.0,78.9,75.7,0.0,0,0.0,11.6,11.4,262.5,47.1,4.0,226.6,19.3,8
2022-04-09,50,76,42,21,59,28,SEDANG,91.4,75.2,76.6,74.7,0.002,100,8.33,12.8,9.2,274.1,46.8,4.4,263.1,22.5,10
2022-04-08,52,81,40,17,50,29,SEDANG,92.0,78.8,77.6,74.5,1.768,100,12.5,16.1,18.3,239.6,49.1,4.4,232.5,19.8,8
2022-04-07,58,90,42,22,62,35,SEDANG,91.7,77.0,77.5,75.5,0.0,0,0.0,14.8,15.0,263.7,46.7,4.6,263.8,23.0,9
2022-04-06,54,87,40,20,57,32,SEDANG,93.8,75.2,76.0,74.5,0.004,100,4.17,16.1,18.3,246.0,46.6,4.6,226.5,19.4,8
2022-04-05,73,92,53,19,73,43,SEDANG,92.7,76.7,82.2,75.3,2.105,100,8.33,27.7,13.9,217.9,59.0,3.7,240.2,20.8,9
2022-04-04,49,71,43,23,69,27,SEDANG,91.4,77.0,76.6,74.5,0.0,0,0.0,25.3,12.5,273.2,50.0,4.4,229.8,20.0,8
2022-04-03,51,74,39,14,40,17,SEDANG,92.1,77.0,84.2,75.2,1.045,100,16.67,20.4,18.3,256.2,57.6,4.1,196.9,16.9,7
2022-04-02,61,99,42,18,70,28,SEDANG,90.9,77.5,82.8,76.2,0.684,100,8.33,16.1,13.5,269.8,51.2,3.9,251.7,21.7,9
2022-05-01,66,126,48,24,61,26,TIDAK SEHAT,89.5,78.8,86.5,77.5,0.003,100,12.5,12.3,6.9,351.4,54.6,3.3,145.7,12.7,6
2022-05-31,63,100,44,44,59,44,SEDANG,89.7,75.2,86.1,76.0,0.004,100,4.17,24.2,15.0,261.6,44.4,4.2,180.1,15.6,6
2022-05-30,51,89,45,17,58,31,SEDANG,86.1,77.0,90.0,76.6,0.0,0,0.0,13.9,20.8,270.9,48.9,4.2,205.9,17.9,8
2022-05-29,64,107,43,23,65,40,TIDAK SEHAT,89.6,73.4,84.8,75.1,0.987,100,20.83,17.0,10.3,258.1,61.2,4.4,223.6,19.3,8
2022-05-28,57,105,43,17,82,33,TIDAK SEHAT,84.3,71.6,88.2,74.8,0.795,100,12.5,40.3,13.9,309.0,65.2,3.5,203.9,17.9,8
2022-05-27,79,146,52,25,76,35,TIDAK SEHAT,91.4,75.2,78.5,75.3,0.04,100,4.17,11.0,14.6,304.7,46.0,3.6,222.2,19.2,8
2022-05-26,57,93,45,15,52,26,SEDANG,86.0,77.0,85.1,75.8,0.031,100,4.17,14.1,9.2,94.3,59.7,4.1,129.8,11.3,6
2022-05-25,74,121,48,16,58,27,TIDAK SEHAT,89.3,78.8,85.3,77.1,0.02,100,12.5,18.6,15.0,65.3,62.2,3.9,166.1,14.4,6
2022-05-24,58,98,46,11,54,21,SEDANG,91.4,78.8,77.3,77.1,0.0,0,0.0,20.1,17.2,87.7,47.0,4.6,199.2,17.3,7
2022-05-23,68,123,47,17,53,24,TIDAK SEHAT,90.8,77.0,81.7,77.1,0.0,0,0.0,17.7,17.2,86.0,46.2,4.2,219.5,18.8,8
2022-05-22,58,110,44,17,55,25,TIDAK SEHAT,86.1,78.8,85.5,76.7,0.0,0,0.0,15.2,13.9,105.3,60.9,4.1,161.3,14.0,6
2022-05-21,58,82,44,20,58,32,SEDANG,87.8,77.0,85.8,76.5,0.018,100,4.17,11.6,12.8,98.1,60.7,3.9,115.3,10.1,4
2022-05-20,70,128,43,24,71,43,TIDAK SEHAT,88.0,77.0,87.5,76.8,0.764,100,8.33,12.5,9.2,48.2,56.2,4.1,178.4,15.5,6
2022-05-19,75,136,43,28,64,46,TIDAK SEHAT,89.3,77.0,87.7,77.4,0.352,100,8.33,13.6,11.4,14.2,55.0,3.1,213.0,18.3,8
2022-05-18,62,99,42,15,89,24,SEDANG,91.6,78.8,83.2,77.4,1.372,100,8.33,12.1,11.4,189.2,54.2,4.0,206.4,17.8,8
2022-06-26,68,106,45,22,69,36,TIDAK SEHAT,86.1,75.2,84.9,76.1,0.001,100,4.17,12.1,9.2,30.9,56.5,3.7,141.7,12.2,6
2022-06-25,82,131,46,23,60,31,TIDAK SEHAT,89.8,75.2,82.2,75.5,0.007,100,4.17,12.5,11.4,31.4,55.2,3.5,188.5,16.4,7
2022-06-24,85,123,46,22,77,38,TIDAK SEHAT,86.1,77.0,83.0,76.0,0.0,0,0.0,14.1,13.9,88.2,53.5,3.1,189.9,16.6,8
2022-06-23,82,119,46,19,68,32,TIDAK SEHAT,91.4,77.0,77.8,75.0,0.0,0,0.0,21.9,13.9,85.7,44.9,4.0,227.0,19.7,8
2022-06-22,71,123,47,17,72,27,TIDAK SEHAT,89.6,77.0,84.9,77.1,0.598,100,8.33,27.7,15.0,91.3,53.6,3.3,207.3,18.0,7
2022-06-21,79,114,47,18,70,32,TIDAK SEHAT,90.2,76.9,79.0,75.5,0.0,0,0.0,15.0,16.1,91.3,50.6,3.6,223.1,19.3,8
2022-06-20,78,131,45,17,99,27,TIDAK SEHAT,89.8,75.2,80.9,75.8,0.004,100,8.33,11.9,10.1,299.0,53.3,3.0,194.1,16.8,7
2022-06-19,73,118,47,23,82,37,TIDAK SEHAT,89.6,75.2,81.4,75.7,0.0,0,0.0,13.6,15.0,64.9,44.1,3.8,223.9,19.3,8
2022-06-18,75,117,45,30,58,42,TIDAK SEHAT,87.8,75.2,84.8,74.9,0.0,0,0.0,12.1,8.0,293.9,43.5,3.4,209.9,17.9,7
2022-06-17,85,130,45,25,50,37,TIDAK SEHAT,83.5,75.2,89.1,76.3,0.0,0,0.0,9.8,12.8,112.1,64.8,3.3,103.7,8.9,5
2022-06-16,79,146,46,32,50,45,TIDAK SEHAT,84.3,75.2,88.4,76.2,0.0,0,0.0,15.0,12.8,54.0,56.8,3.3,169.0,14.5,6
2022-06-15,80,141,45,25,44,43,TIDAK SEHAT,86.0,75.2,88.4,76.3,0.163,100,8.33,20.4,11.4,143.9,55.9,3.0,169.6,14.6,7
2022-06-14,75,112,49,27,52,50,TIDAK SEHAT,88.0,77.0,81.4,75.3,0.0,0,0.0,13.4,16.1,110.5,57.5,3.7,170.1,14.8,7
2022-06-13,61,97,46,22,71,38,SEDANG,88.0,75.2,82.6,75.4,0.0,0,0.0,12.1,9.2,245.4,51.7,3.8,188.2,16.2,6
2022-06-12,61,112,45,22,71,33,TIDAK SEHAT,87.9,75.2,84.4,76.2,0.0,0,0.0,14.8,10.3,259.8,56.3,3.4,192.6,16.5,7
2022-06-11,58,92,45,15,67,28,SEDANG,89.6,77.0,85.1,77.6,0.117,100,8.33,15.2,16.1,90.6,60.5,3.9,200.3,17.5,7
2022-06-10,56,82,44,26,49,36,SEDANG,89.8,75.2,81.0,75.3,0.0,0,0.0,11.6,11.4,6.4,48.4,4.2,216.1,18.7,8
2022-06-09,65,97,51,27,34,46,SEDANG,86.0,77.0,89.9,76.2,0.203,100,8.33,14.5,13.9,129.3,55.6,3.3,131.6,11.3,6
2022-06-08,65,110,44,18,54,25,TIDAK SEHAT,86.0,77.0,87.2,77.0,0.416,100,16.67,16.6,10.3,84.6,54.4,4.1,187.5,16.2,7
2022-06-07,61,76,44,18,50,32,SEDANG,89.3,75.2,84.6,76.6,0.152,100,4.17,15.9,18.3,91.8,54.9,4.3,205.5,17.8,8
2022-06-06,64,111,44,21,62,35,TIDAK SEHAT,87.8,75.2,84.3,75.3,0.023,100,8.33,10.5,11.4,107.2,66.5,3.7,109.6,9.6,5
2022-06-05,62,116,45,15,87,27,TIDAK SEHAT,89.6,75.2,79.5,75.3,0.001,100,4.17,13.6,13.6,343.0,52.4,4.2,222.0,19.1,8
2022-06-04,78,136,44,26,92,51,TIDAK SEHAT,91.4,77.0,79.4,76.1,0.0,0,0.0,13.2,10.3,278.1,48.6,4.4,215.5,18.5,8
2022-06-03,51,68,44,20,72,36,SEDANG,89.8,75.2,81.7,75.8,0.005,100,8.33,11.0,16.8,301.2,53.0,4.1,213.3,18.4,8
2022-06-02,56,100,44,15,76,33,SEDANG,92.8,77.0,84.9,76.5,1.296,100,12.5,13.0,12.8,198.0,58.4,4.2,203.1,17.6,8
2022-07-01,73,111,49,15,87,31,TIDAK SEHAT,91.4,77.0,73.7,73.6,0.0,0,0.0,11.6,13.9,80.7,46.9,4.3,246.4,21.3,8
2022-07-31,80,143,49,17,115,27,TIDAK SEHAT,89.7,78.8,78.7,76.1,0.0,0,0.0,16.6,17.2,72.8,47.1,4.1,232.1,19.9,8
2022-07-30,66,118,49,15,95,22,TIDAK SEHAT,89.6,77.0,80.4,76.4,0.0,0,0.0,11.6,13.9,32.6,46.0,4.1,229.2,19.8,8
2022-07-29,74,123,50,12,86,22,TIDAK SEHAT,91.4,78.8,76.8,76.3,0.003,100,8.33,15.0,17.2,81.3,45.6,5.0,238.2,20.7,8
2022-07-28,82,132,50,16,90,30,TIDAK SEHAT,91.4,78.8,75.0,75.2,0.0,0,0.0,19.0,17.2,78.4,43.4,4.6,228.6,19.7,8
2022-07-27,70,116,50,14,118,24,TIDAK SEHAT,91.4,77.0,72.8,73.3,0.0,0,0.0,14.3,10.3,79.4,44.1,3.9,240.3,20.7,8
2022-07-26,67,110,49,16,85,20,TIDAK SEHAT,89.6,77.0,73.9,73.6,0.0,0,0.0,14.5,15.0,71.4,49.1,4.3,223.2,19.4,7
2022-07-25,56,87,46,16,91,24,SEDANG,88.4,77.0,79.0,75.3,0.004,100,12.5,12.8,11.4,26.8,66.1,3.8,205.1,17.6,7
2022-07-24,54,82,47,14,94,21,SEDANG,93.5,77.0,77.5,75.4,0.0,0,0.0,13.2,12.6,341.9,42.3,4.5,204.5,17.6,7
2022-07-23,61,99,50,14,67,19,SEDANG,90.7,77.0,79.3,76.1,0.0,0,0.0,14.3,11.4,68.0,42.2,4.4,219.7,19.0,7
2022-07-22,74,121,50,17,96,25,TIDAK SEHAT,89.6,78.8,80.2,76.2,0.0,0,0.0,19.7,18.3,72.8,50.7,3.3,201.0,17.4,7
2022-07-21,75,110,50,15,114,28,TIDAK SEHAT,89.6,77.0,78.5,75.5,0.0,0,0.0,12.8,13.6,335.6,38.2,3.7,239.8,20.6,8
2022-07-20,76,124,49,18,94,26,TIDAK SEHAT,91.4,78.8,80.1,77.2,0.0,0,0.0,13.6,12.8,64.4,46.8,3.7,216.4,18.9,8
2022-07-19,75,114,50,15,98,25,TIDAK SEHAT,89.6,78.8,80.5,77.0,0.0,0,0.0,11.0,16.1,61.0,42.6,3.9,232.7,20.1,8
2022-07-18,75,143,48,30,84,36,TIDAK SEHAT,89.6,77.0,82.1,76.4,0.0,0,0.0,11.0,9.2,358.4,51.5,3.5,224.9,19.3,8
2022-07-17,59,89,48,28,51,36,SEDANG,89.6,77.0,84.5,76.1,0.0,0,0.0,19.0,13.9,94.2,61.7,4.1,146.7,12.7,6
2022-07-16,36,59,46,15,48,31,SEDANG,85.4,73.4,86.3,73.4,1.616,100,12.5,16.1,13.9,224.0,70.3,4.2,77.2,6.7,4
2022-07-15,58,86,49,12,65,18,SEDANG,91.1,75.2,81.9,76.3,0.29,100,8.33,14.8,16.1,69.8,53.1,4.1,166.7,14.4,6
2022-07-14,85,125,47,25,57,33,TIDAK SEHAT,91.0,77.0,81.7,76.3,0.0,0,0.0,19.0,16.1,75.1,47.0,4.1,163.3,14.1,7
2022-07-13,69,114,48,16,65,29,TIDAK SEHAT,89.2,75.2,86.9,76.3,0.009,100,8.33,15.4,12.8,131.9,65.6,3.3,131.6,11.3,5
2022-07-12,77,123,49,17,84,28,TIDAK SEHAT,90.7,78.8,79.4,76.8,0.0,0,0.0,15.2,17.2,86.1,45.1,3.9,201.8,17.4,7
2022-07-11,66,112,47,15,84,29,TIDAK SEHAT,89.6,77.0,74.4,73.8,0.0,0,0.0,10.1,11.4,95.3,41.6,4.2,197.9,17.0,8
2022-07-10,63,93,47,13,84,19,SEDANG,90.2,75.2,70.5,72.0,0.0,0,0.0,21.9,16.1,85.5,40.1,4.6,226.8,19.6,8
2022-07-09,61,93,48,13,107,25,TIDAK SEHAT,89.6,75.2,72.1,72.5,0.0,0,0.0,11.4,14.7,357.8,49.5,4.8,216.4,18.7,8
2022-07-08,55,80,48,17,95,25,SEDANG,91.4,77.0,76.9,75.7,0.0,0,0.0,10.1,11.4,312.6,44.5,3.7,231.4,20.0,8
2022-07-07,94,135,46,29,74,44,TIDAK SEHAT,89.6,77.0,83.7,77.3,0.0,0,0.0,9.6,8.1,11.6,44.4,3.5,207.5,18.0,7
2023-02-25,35,-,13,12,31,18,BAIK,86.0,76.7,89.1,76.4,1.07,100,16.67,23.9,12.8,285.2,79.2,4.1,139.4,11.9,6
2023-02-26,23,-,14,9,32,11,BAIK,84.2,75.2,90.4,76.2,2.101,100,20.83,23.0,13.9,309.4,74.9,3.9,183.9,16.0,7
2023-02-27,20,-,13,8,33,13,BAIK,86.0,76.8,86.0,75.8,1.021,100,16.67,21.7,13.9,292.6,69.4,3.7,118.4,10.1,4
2023-02-28,30,-,21,11,28,18,BAIK,87.3,75.2,87.0,75.4,1.135,100,16.67,30.6,20.3,261.7,69.6,3.8,122.0,10.6,7
2023-03-01,38,44,50,8,19,27,BAIK,84.7,75.2,91.7,75.9,2.031,100,20.83,24.2,16.8,272.7,67.3,3.6,142.8,12.5,6
2023-03-02,29,33,47,11,21,27,BAIK,80.3,74.9,93.1,74.7,1.319,100,20.83,19.5,10.6,247.2,72.1,3.6,59.0,5.1,2
2023-03-03,38,46,49,9,16,25,BAIK,87.7,75.1,85.0,75.2,1.646,100,8.33,25.1,13.5,260.0,56.2,3.4,263.0,22.8,9
2023-03-04,31,40,50,---,18,21,BAIK,84.3,76.9,86.2,75.4,0.079,100,8.33,27.7,16.1,265.0,56.3,3.9,170.6,14.9,6
2023-03-05,33,41,47,11,21,22,BAIK,86.0,75.2,87.8,76.2,0.113,100,8.33,25.7,13.9,276.0,55.4,4.4,231.6,20.0,9
2023-03-06,31,44,46,9,20,19,BAIK,90.3,75.2,78.6,74.5,0.0,0,0.0,26.4,16.2,260.4,49.9,4.7,256.3,22.0,8
2023-03-07,37,54,50,11,17,19,SEDANG,87.8,75.2,80.6,74.6,0.114,100,4.17,17.9,15.0,290.5,52.2,4.8,264.0,22.6,9
2023-03-08,42,54,51,12,17,23,SEDANG,84.3,77.0,89.4,76.0,0.416,100,12.5,15.7,10.3,302.0,62.1,3.8,214.7,18.6,8
2023-03-09,47,58,46,13,22,33,SEDANG,88.5,75.2,85.6,75.8,0.398,100,8.33,19.2,11.0,311.3,61.4,3.8,195.2,16.9,7
2023-03-10,45,61,46,12,14,28,SEDANG,88.5,77.0,83.5,75.8,0.0,0,0.0,14.5,7.1,300.8,51.9,3.7,255.8,22.3,9
2023-03-11,44,62,45,12,18,35,SEDANG,88.8,77.0,81.7,76.2,0.003,100,4.17,13.4,13.9,303.7,55.2,4.2,233.0,20.1,8
2023-03-12,61,83,47,13,17,39,SEDANG,86.0,78.8,85.2,77.1,0.0,0,0.0,17.4,12.8,309.3,54.6,3.7,229.0,19.6,8
2023-03-13,53,72,48,12,21,33,SEDANG,89.1,77.0,77.9,75.1,0.003,100,4.17,14.5,14.7,309.2,44.9,3.6,253.4,22.0,8
2023-03-14,51,61,47,12,15,30,SEDANG,85.5,77.0,84.6,75.8,0.045,100,16.67,14.3,14.6,321.8,65.6,3.7,164.2,14.2,7
2023-03-15,29,42,43,11,23,31,BAIK,81.8,73.4,89.6,74.8,0.542,100,20.83,16.8,11.4,226.4,72.5,3.3,208.1,17.9,8
2023-03-16,64,84,46,15,21,44,SEDANG,89.1,75.2,80.4,75.0,0.0,0,0.0,16.6,68.7,335.6,48.6,3.6,262.2,22.8,9
2023-03-17,49,59,44,11,21,28,SEDANG,88.1,75.7,77.9,74.8,0.0,0,0.0,15.9,12.8,327.7,44.3,3.8,262.1,22.6,9
2023-03-18,44,60,45,12,20,34,SEDANG,90.9,76.3,76.2,74.9,0.0,0,0.0,14.1,9.7,343.1,44.1,4.1,253.9,21.9,9
2023-03-19,53,67,46,12,24,29,SEDANG,90.9,76.3,79.2,75.9,0.0,0,0.0,15.9,13.6,336.6,49.1,3.7,249.1,21.6,9
2023-03-20,54,76,47,13,28,33,SEDANG,90.9,75.7,79.8,75.2,0.002,100,8.33,13.4,14.5,250.2,52.3,3.4,260.5,22.5,9
2023-03-21,54,71,47,14,20,45,SEDANG,91.6,75.7,73.4,74.0,0.0,0,0.0,14.1,14.7,8.7,47.0,3.8,255.4,22.0,9
2023-03-22,-,-,-,-,-,-,TIDAK ADA DATA,90.9,78.1,78.0,76.3,0.001,100,4.17,12.5,9.8,4.2,49.8,3.4,254.2,22.0,9
2023-03-23,-,-,-,-,-,-,TIDAK ADA DATA,90.9,78.8,76.9,76.7,0.0,0,0.0,13.0,11.4,1.6,45.9,3.5,279.0,24.1,9
2023-03-24,-,-,-,-,-,-,TIDAK ADA DATA,91.4,77.5,78.4,76.7,0.001,100,4.17,13.2,10.6,308.8,51.1,3.7,261.4,22.6,9
2023-03-25,53,69,46,11,29,25,SEDANG,91.4,77.7,84.5,76.9,1.749,100,8.33,24.2,11.1,273.9,63.0,3.3,224.0,19.4,8
2023-03-26,45,64,45,13,25,25,SEDANG,89.6,75.2,84.2,76.0,0.118,100,8.33,15.2,15.0,274.9,58.4,3.8,211.2,18.2,8
2023-03-27,35,52,45,13,27,25,SEDANG,88.5,75.7,84.1,76.1,0.199,100,8.33,19.7,12.5,262.6,52.8,3.7,207.8,18.0,8
2023-03-28,55,72,46,17,19,34,SEDANG,85.5,77.5,87.3,76.8,0.0,0,0.0,13.2,7.9,327.6,54.4,3.3,184.1,16.0,8
2023-03-29,56,74,46,16,21,33,SEDANG,88.9,75.2,85.8,75.2,0.33,100,8.33,38.0,14.1,300.4,53.3,3.2,183.5,16.0,7
2023-03-30,49,66,52,15,22,32,SEDANG,86.2,75.2,88.8,76.5,0.157,100,20.83,36.9,10.4,267.3,54.9,3.3,180.6,15.6,7
2023-03-31,45,57,49,13,22,29,SEDANG,91.4,77.0,77.0,74.4,0.009,100,4.17,14.5,9.7,273.2,61.0,3.9,101.1,8.8,4
2023-02-24,18,-,13,11,28,18,BAIK,83.7,75.2,93.0,76.4,3.696,100,25.0,19.0,7.6,281.2,75.9,3.3,127.7,10.9,5
2023-02-03,28,42,50,5,21,24,BAIK,87.3,73.3,85.2,74.7,0.023,100,4.17,21.5,10.3,282.3,61.5,3.5,141.2,12.0,7
2023-02-04,55,71,53,8,25,27,SEDANG,86.0,76.9,84.6,76.3,0.0,0,0.0,18.1,10.3,299.4,51.1,4.1,204.7,17.8,6
2023-02-05,45,59,45,6,27,17,SEDANG,91.5,76.9,73.5,73.4,0.038,100,4.17,24.6,20.8,276.4,47.8,4.5,237.0,20.5,8
2023-02-06,34,51,52,6,15,12,SEDANG,89.8,78.8,71.6,73.5,0.0,0,0.0,22.1,16.6,259.5,56.3,4.2,270.0,23.2,9
2023-02-07,41,52,50,7,14,22,SEDANG,87.3,76.9,81.8,75.2,0.001,100,4.17,22.8,10.7,272.1,53.7,4.0,202.0,17.4,9
2023-02-08,30,38,40,8,31,24,BAIK,87.8,74.7,84.0,75.1,2.467,100,16.67,19.9,15.9,259.1,61.5,4.3,167.7,14.6,8
2023-02-09,31,43,38,6,11,17,BAIK,87.8,75.2,77.3,72.8,0.392,100,4.17,39.1,17.6,246.0,48.7,4.2,193.0,16.7,8
2023-02-10,25,30,37,6,19,15,BAIK,88.4,75.2,79.4,74.2,0.002,100,8.33,26.6,13.9,274.1,56.9,4.4,220.4,19.1,8
2023-02-11,34,34,35,8,21,19,BAIK,84.2,75.2,88.3,76.7,1.732,100,16.67,19.2,18.3,310.8,76.8,3.6,96.3,8.2,4
2023-02-12,20,16,34,5,23,16,BAIK,82.4,74.9,90.6,74.2,0.972,100,25.0,23.7,17.2,247.4,71.1,3.9,62.6,5.4,3
2023-02-13,28,26,34,5,23,13,BAIK,87.3,75.2,83.4,74.9,0.205,100,8.33,30.0,17.6,238.3,52.3,4.2,206.6,17.9,8
2023-02-14,23,18,34,5,23,11,BAIK,87.1,75.2,82.6,74.2,0.0,0,0.0,30.0,19.0,239.3,58.1,4.3,208.1,17.9,6
2023-02-15,21,21,34,6,17,11,BAIK,86.3,77.0,80.1,74.3,0.387,100,8.33,39.1,16.3,256.2,56.8,4.3,121.4,10.3,5
